Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-01-01,AE,United Arab Emirates,EMRO,1730,207822,4,669
2021-01-02,AE,United Arab Emirates,EMRO,1856,209678,2,671
2021-01-03,AE,United Arab Emirates,EMRO,1963,211641,3,674
2021-01-04,AE,United Arab Emirates,EMRO,1590,213231,5,679
2021-01-05,AE,United Arab Emirates,EMRO,1501,214732,3,682
2021-01-06,AE,United Arab Emirates,EMRO,1967,216699,3,685
2021-01-07,AE,United Arab Emirates,EMRO,2067,218766,4,689
2021-01-08,AE,United Arab Emirates,EMRO,2988,221754,5,694
2021-01-09,AE,United Arab Emirates,EMRO,2950,224704,3,697
2021-01-10,AE,United Arab Emirates,EMRO,2998,227702,5,702
2021-01-11,AE,United Arab Emirates,EMRO,2876,230578,6,708
2021-01-12,AE,United Arab Emirates,EMRO,2404,232982,3,711
2021-01-13,AE,United Arab Emirates,EMRO,3243,236225,6,717
2021-01-14,AE,United Arab Emirates,EMRO,3362,239587,6,723
2021-01-15,AE,United Arab Emirates,EMRO,3382,242969,3,726
2021-01-16,AE,United Arab Emirates,EMRO,3407,246376,7,733
2021-01-17,AE,United Arab Emirates,EMRO,3432,249808,7,740
2021-01-18,AE,United Arab Emirates,EMRO,3453,253261,5,745
2021-01-19,AE,United Arab Emirates,EMRO,3471,256732,6,751
2021-01-20,AE,United Arab Emirates,EMRO,3491,260223,5,756
2021-01-21,AE,United Arab Emirates,EMRO,3506,263729,6,762
2021-01-22,AE,United Arab Emirates,EMRO,3529,267258,4,766
2021-01-23,AE,United Arab Emirates,EMRO,3552,270810,10,776
2021-01-24,AE,United Arab Emirates,EMRO,3566,274376,7,783
2021-01-25,AE,United Arab Emirates,EMRO,3579,277955,9,792
2021-01-26,AE,United Arab Emirates,EMRO,3591,281546,6,798
2021-01-27,AE,United Arab Emirates,EMRO,3601,285147,7,805
2021-01-28,AE,United Arab Emirates,EMRO,3939,289086,6,811
2021-01-29,AE,United Arab Emirates,EMRO,3966,293052,8,819
2021-01-30,AE,United Arab Emirates,EMRO,3962,297014,7,826
2021-01-31,AE,United Arab Emirates,EMRO,3647,300661,12,838
2021-02-01,AE,United Arab Emirates,EMRO,2948,303609,12,850
2021-02-02,AE,United Arab Emirates,EMRO,2730,306339,9,859
2021-02-03,AE,United Arab Emirates,EMRO,3310,309649,7,866
2021-02-04,AE,United Arab Emirates,EMRO,3977,313626,12,878
2021-02-05,AE,United Arab Emirates,EMRO,3249,316875,10,888
2021-02-06,AE,United Arab Emirates,EMRO,3251,320126,14,902
2021-02-07,AE,United Arab Emirates,EMRO,3276,323402,12,914
2021-02-08,AE,United Arab Emirates,EMRO,3093,326495,7,921
2021-02-09,AE,United Arab Emirates,EMRO,2798,329293,9,930
2021-02-10,AE,United Arab Emirates,EMRO,3310,332603,17,947
2021-02-11,AE,United Arab Emirates,EMRO,3539,336142,9,956
2021-02-12,AE,United Arab Emirates,EMRO,3525,339667,18,974
2021-02-13,AE,United Arab Emirates,EMRO,3307,342974,12,986
2021-02-14,AE,United Arab Emirates,EMRO,2631,345605,15,1001
2021-02-15,AE,United Arab Emirates,EMRO,3167,348772,13,1014
2021-02-16,AE,United Arab Emirates,EMRO,3123,351895,13,1027
2021-02-17,AE,United Arab Emirates,EMRO,3236,355131,14,1041
2021-02-18,AE,United Arab Emirates,EMRO,3452,358583,14,1055
2021-02-19,AE,United Arab Emirates,EMRO,3294,361877,18,1073
2021-02-20,AE,United Arab Emirates,EMRO,3140,365017,20,1093
2021-02-21,AE,United Arab Emirates,EMRO,3158,368175,15,1108
2021-02-22,AE,United Arab Emirates,EMRO,2250,370425,17,1125
2021-02-23,AE,United Arab Emirates,EMRO,2105,372530,15,1140
2021-02-24,AE,United Arab Emirates,EMRO,3005,375535,5,1145
2021-02-25,AE,United Arab Emirates,EMRO,3102,378637,19,1164
2021-02-26,AE,United Arab Emirates,EMRO,3025,381662,18,1182
2021-02-27,AE,United Arab Emirates,EMRO,3498,385160,16,1198
2021-02-28,AE,United Arab Emirates,EMRO,3434,388594,15,1213
2021-03-01,AE,United Arab Emirates,EMRO,2930,391524,8,1221
2021-03-02,AE,United Arab Emirates,EMRO,2526,394050,17,1238
2021-03-03,AE,United Arab Emirates,EMRO,2721,396771,15,1253
2021-03-04,AE,United Arab Emirates,EMRO,2692,399463,16,1269
2021-03-05,AE,United Arab Emirates,EMRO,2742,402205,17,1286
2021-03-06,AE,United Arab Emirates,EMRO,3072,405277,10,1296
2021-03-07,AE,United Arab Emirates,EMRO,2959,408236,14,1310
2021-03-08,AE,United Arab Emirates,EMRO,2613,410849,12,1322
2021-03-09,AE,United Arab Emirates,EMRO,2483,413332,13,1335
2021-03-10,AE,United Arab Emirates,EMRO,2373,415705,10,1345
2021-03-11,AE,United Arab Emirates,EMRO,2204,417909,8,1353
2021-03-12,AE,United Arab Emirates,EMRO,2087,419996,16,1369
2021-03-13,AE,United Arab Emirates,EMRO,2250,422246,9,1378
2021-03-14,AE,United Arab Emirates,EMRO,2159,424405,10,1388
2021-03-15,AE,United Arab Emirates,EMRO,1992,426397,7,1395
2021-03-16,AE,United Arab Emirates,EMRO,1898,428295,7,1402
2021-03-17,AE,United Arab Emirates,EMRO,2018,430313,4,1406
2021-03-18,AE,United Arab Emirates,EMRO,2051,432364,8,1414
2021-03-19,AE,United Arab Emirates,EMRO,2101,434465,10,1424
2021-03-20,AE,United Arab Emirates,EMRO,2160,436625,4,1428
2021-03-21,AE,United Arab Emirates,EMRO,2013,438638,5,1433
2021-03-22,AE,United Arab Emirates,EMRO,1717,440355,5,1438
2021-03-23,AE,United Arab Emirates,EMRO,1871,442226,7,1445
2021-03-24,AE,United Arab Emirates,EMRO,2172,444398,6,1451
2021-03-25,AE,United Arab Emirates,EMRO,2196,446594,5,1456
2021-03-26,AE,United Arab Emirates,EMRO,2043,448637,10,1466
2021-03-27,AE,United Arab Emirates,EMRO,2128,450765,6,1472
2021-03-28,AE,United Arab Emirates,EMRO,2304,453069,5,1477
2021-03-29,AE,United Arab Emirates,EMRO,2128,455197,4,1481
2021-03-30,AE,United Arab Emirates,EMRO,1874,457071,5,1486
2021-03-31,AE,United Arab Emirates,EMRO,2289,459360,6,1492
2021-04-01,AE,United Arab Emirates,EMRO,2084,461444,5,1497
2021-04-02,AE,United Arab Emirates,EMRO,2315,463759,2,1499
2021-04-03,AE,United Arab Emirates,EMRO,2180,465939,3,1502
2021-04-04,AE,United Arab Emirates,EMRO,2084,468023,2,1504
2021-04-05,AE,United Arab Emirates,EMRO,2113,470136,6,1510
2021-04-06,AE,United Arab Emirates,EMRO,2012,472148,2,1512
2021-04-07,AE,United Arab Emirates,EMRO,1988,474136,4,1516
2021-04-08,AE,United Arab Emirates,EMRO,1883,476019,4,1520
2021-04-09,AE,United Arab Emirates,EMRO,2112,478131,3,1523
2021-04-10,AE,United Arab Emirates,EMRO,1875,480006,3,1526
2021-04-11,AE,United Arab Emirates,EMRO,1931,481937,3,1529
2021-04-12,AE,United Arab Emirates,EMRO,1810,483747,2,1531
2021-04-13,AE,United Arab Emirates,EMRO,1928,485675,2,1533
2021-04-14,AE,United Arab Emirates,EMRO,2022,487697,4,1537
2021-04-15,AE,United Arab Emirates,EMRO,1798,489495,4,1541
2021-04-16,AE,United Arab Emirates,EMRO,1928,491423,4,1545
2021-04-17,AE,United Arab Emirates,EMRO,1843,493266,2,1547
2021-04-18,AE,United Arab Emirates,EMRO,1958,495224,3,1550
2021-04-19,AE,United Arab Emirates,EMRO,1930,497154,4,1554
2021-04-20,AE,United Arab Emirates,EMRO,1803,498957,2,1556
2021-04-21,AE,United Arab Emirates,EMRO,1903,500860,3,1559
2021-04-22,AE,United Arab Emirates,EMRO,1931,502791,2,1561
2021-04-23,AE,United Arab Emirates,EMRO,2081,504872,4,1565
2021-04-24,AE,United Arab Emirates,EMRO,1973,506845,2,1567
2021-04-25,AE,United Arab Emirates,EMRO,2080,508925,2,1569
2021-04-26,AE,United Arab Emirates,EMRO,1813,510738,2,1571
2021-04-27,AE,United Arab Emirates,EMRO,1759,512497,2,1573
2021-04-28,AE,United Arab Emirates,EMRO,2094,514591,5,1578
2021-04-29,AE,United Arab Emirates,EMRO,1710,516301,2,1580
2021-04-30,AE,United Arab Emirates,EMRO,1961,518262,4,1584
2021-05-01,AE,United Arab Emirates,EMRO,1974,520236,3,1587
2021-05-02,AE,United Arab Emirates,EMRO,1712,521948,4,1591
2021-05-03,AE,United Arab Emirates,EMRO,1847,523795,2,1593
2021-05-04,AE,United Arab Emirates,EMRO,1772,525567,3,1596
2021-05-05,AE,United Arab Emirates,EMRO,1699,527266,2,1598
2021-05-06,AE,United Arab Emirates,EMRO,1954,529220,3,1601
2021-05-07,AE,United Arab Emirates,EMRO,1724,530944,3,1604
2021-05-08,AE,United Arab Emirates,EMRO,1766,532710,3,1607
2021-05-09,AE,United Arab Emirates,EMRO,1735,534445,3,1610
2021-05-10,AE,United Arab Emirates,EMRO,1572,536017,3,1613
2021-05-11,AE,United Arab Emirates,EMRO,1507,537524,2,1615
2021-05-12,AE,United Arab Emirates,EMRO,1614,539138,2,1617
2021-05-13,AE,United Arab Emirates,EMRO,1508,540646,2,1619
2021-05-14,AE,United Arab Emirates,EMRO,1512,542158,4,1623
2021-05-15,AE,United Arab Emirates,EMRO,1452,543610,3,1626
2021-05-16,AE,United Arab Emirates,EMRO,1321,544931,3,1629
2021-05-17,AE,United Arab Emirates,EMRO,1251,546182,2,1631
2021-05-18,AE,United Arab Emirates,EMRO,1229,547411,2,1633
2021-05-19,AE,United Arab Emirates,EMRO,1270,548681,4,1637
2021-05-20,AE,United Arab Emirates,EMRO,1348,550029,2,1639
2021-05-21,AE,United Arab Emirates,EMRO,1401,551430,3,1642
2021-05-22,AE,United Arab Emirates,EMRO,1490,552920,2,1644
2021-05-23,AE,United Arab Emirates,EMRO,1596,554516,4,1648
2021-05-24,AE,United Arab Emirates,EMRO,1591,556107,3,1651
2021-05-25,AE,United Arab Emirates,EMRO,1512,557619,3,1654
2021-05-26,AE,United Arab Emirates,EMRO,1672,559291,4,1658
2021-05-27,AE,United Arab Emirates,EMRO,1757,561048,3,1661
2021-05-28,AE,United Arab Emirates,EMRO,2167,563215,3,1664
2021-05-29,AE,United Arab Emirates,EMRO,2236,565451,4,1668
2021-05-30,AE,United Arab Emirates,EMRO,1812,567263,5,1673
2021-05-31,AE,United Arab Emirates,EMRO,1810,569073,4,1677
2021-06-01,AE,United Arab Emirates,EMRO,1763,570836,3,1680
2021-06-02,AE,United Arab Emirates,EMRO,1968,572804,4,1684
2021-06-03,AE,United Arab Emirates,EMRO,2154,574958,2,1686
2021-06-04,AE,United Arab Emirates,EMRO,1989,576947,3,1689
2021-06-05,AE,United Arab Emirates,EMRO,2062,579009,2,1691
2021-06-06,AE,United Arab Emirates,EMRO,2188,581197,5,1696
2021-06-07,AE,United Arab Emirates,EMRO,1874,583071,3,1699
2021-06-08,AE,United Arab Emirates,EMRO,1968,585039,3,1702
2021-06-09,AE,United Arab Emirates,EMRO,2205,587244,2,1704
2021-06-10,AE,United Arab Emirates,EMRO,2179,589423,6,1710
2021-06-11,AE,United Arab Emirates,EMRO,2190,591613,7,1717
2021-06-12,AE,United Arab Emirates,EMRO,2281,593894,3,1720
2021-06-13,AE,United Arab Emirates,EMRO,2123,596017,4,1724
2021-06-14,AE,United Arab Emirates,EMRO,1969,597986,2,1726
2021-06-15,AE,United Arab Emirates,EMRO,1837,599823,4,1730
2021-06-16,AE,United Arab Emirates,EMRO,2127,601950,4,1734
2021-06-17,AE,United Arab Emirates,EMRO,2011,603961,4,1738
2021-06-18,AE,United Arab Emirates,EMRO,2167,606128,3,1741
2021-06-19,AE,United Arab Emirates,EMRO,1942,608070,6,1747
2021-06-20,AE,United Arab Emirates,EMRO,2109,610179,5,1752
2021-06-21,AE,United Arab Emirates,EMRO,1850,612029,5,1757
2021-06-22,AE,United Arab Emirates,EMRO,1964,613993,6,1763
2021-06-23,AE,United Arab Emirates,EMRO,2167,616160,4,1767
2021-06-24,AE,United Arab Emirates,EMRO,1988,618148,6,1773
2021-06-25,AE,United Arab Emirates,EMRO,2161,620309,2,1775
2021-06-26,AE,United Arab Emirates,EMRO,2223,622532,7,1782
2021-06-27,AE,United Arab Emirates,EMRO,2282,624814,10,1792
2021-06-28,AE,United Arab Emirates,EMRO,2122,626936,4,1796
2021-06-29,AE,United Arab Emirates,EMRO,2040,628976,6,1802
2021-06-30,AE,United Arab Emirates,EMRO,2184,631160,5,1807
2021-07-01,AE,United Arab Emirates,EMRO,1747,632907,4,1811
2021-07-02,AE,United Arab Emirates,EMRO,1675,634582,8,1819
2021-07-03,AE,United Arab Emirates,EMRO,1663,636245,6,1825
2021-07-04,AE,United Arab Emirates,EMRO,1632,637877,6,1831
2021-07-05,AE,United Arab Emirates,EMRO,1599,639476,3,1834
2021-07-06,AE,United Arab Emirates,EMRO,1573,641049,5,1839
2021-07-07,AE,United Arab Emirates,EMRO,1552,642601,4,1843
2021-07-08,AE,United Arab Emirates,EMRO,1513,644114,4,1847
2021-07-09,AE,United Arab Emirates,EMRO,1539,645653,2,1849
2021-07-10,AE,United Arab Emirates,EMRO,1529,647182,4,1853
2021-07-11,AE,United Arab Emirates,EMRO,1520,648702,7,1860
2021-07-12,AE,United Arab Emirates,EMRO,1518,650220,6,1866
2021-07-13,AE,United Arab Emirates,EMRO,1542,651762,4,1870
2021-07-14,AE,United Arab Emirates,EMRO,1522,653284,6,1876
2021-07-15,AE,United Arab Emirates,EMRO,1529,654813,4,1880
2021-07-16,AE,United Arab Emirates,EMRO,1541,656354,5,1885
2021-07-17,AE,United Arab Emirates,EMRO,1530,657884,7,1892
2021-07-18,AE,United Arab Emirates,EMRO,1565,659449,4,1896
2021-07-19,AE,United Arab Emirates,EMRO,1529,660978,2,1898
2021-07-20,AE,United Arab Emirates,EMRO,1508,662486,2,1900
2021-07-21,AE,United Arab Emirates,EMRO,1541,664027,4,1904
2021-07-22,AE,United Arab Emirates,EMRO,1506,665533,3,1907
2021-07-23,AE,United Arab Emirates,EMRO,1547,667080,3,1910
2021-07-24,AE,United Arab Emirates,EMRO,1521,668601,3,1913
2021-07-25,AE,United Arab Emirates,EMRO,1507,670108,3,1916
2021-07-26,AE,United Arab Emirates,EMRO,1528,671636,4,1920
2021-07-27,AE,United Arab Emirates,EMRO,1549,673185,7,1927
2021-07-28,AE,United Arab Emirates,EMRO,1539,674724,2,1929
2021-07-29,AE,United Arab Emirates,EMRO,1527,676251,5,1934
2021-07-30,AE,United Arab Emirates,EMRO,1550,677801,5,1939
2021-07-31,AE,United Arab Emirates,EMRO,1520,679321,4,1943
2021-08-01,AE,United Arab Emirates,EMRO,1537,680858,6,1949
2021-08-02,AE,United Arab Emirates,EMRO,1519,682377,2,1951
2021-08-03,AE,United Arab Emirates,EMRO,1537,683914,5,1956
2021-08-04,AE,United Arab Emirates,EMRO,1548,685462,4,1960
2021-08-05,AE,United Arab Emirates,EMRO,1519,686981,5,1965
2021-08-06,AE,United Arab Emirates,EMRO,1508,688489,2,1967
2021-08-07,AE,United Arab Emirates,EMRO,1520,690009,2,1969
2021-08-08,AE,United Arab Emirates,EMRO,1545,691554,2,1971
2021-08-09,AE,United Arab Emirates,EMRO,1410,692964,4,1975
2021-08-10,AE,United Arab Emirates,EMRO,1321,694285,3,1978
2021-08-11,AE,United Arab Emirates,EMRO,1334,695619,4,1982
2021-08-12,AE,United Arab Emirates,EMRO,1287,696906,6,1988
2021-08-13,AE,United Arab Emirates,EMRO,1260,698166,4,1992
2021-08-14,AE,United Arab Emirates,EMRO,1215,699381,2,1994
2021-08-15,AE,United Arab Emirates,EMRO,1206,700587,3,1997
2021-08-16,AE,United Arab Emirates,EMRO,1189,701776,4,2001
2021-08-17,AE,United Arab Emirates,EMRO,1109,702885,2,2003
2021-08-18,AE,United Arab Emirates,EMRO,1115,704000,3,2006
2021-08-19,AE,United Arab Emirates,EMRO,1089,705089,3,2009
2021-08-20,AE,United Arab Emirates,EMRO,1077,706166,3,2012
2021-08-21,AE,United Arab Emirates,EMRO,1070,707236,2,2014
2021-08-22,AE,United Arab Emirates,EMRO,1066,708302,4,2018
2021-08-23,AE,United Arab Emirates,EMRO,1076,709378,2,2020
2021-08-24,AE,United Arab Emirates,EMRO,1060,710438,4,2024
2021-08-25,AE,United Arab Emirates,EMRO,990,711428,2,2026
2021-08-26,AE,United Arab Emirates,EMRO,983,712411,2,2028
2021-08-27,AE,United Arab Emirates,EMRO,991,713402,3,2031
2021-08-28,AE,United Arab Emirates,EMRO,994,714396,4,2035
2021-08-29,AE,United Arab Emirates,EMRO,998,715394,1,2036
2021-08-30,AE,United Arab Emirates,EMRO,987,716381,2,2038
2021-08-31,AE,United Arab Emirates,EMRO,993,717374,1,2039
2021-09-01,AE,United Arab Emirates,EMRO,996,718370,2,2041
2021-09-02,AE,United Arab Emirates,EMRO,985,719355,2,2043
2021-09-03,AE,United Arab Emirates,EMRO,975,720330,0,2043
2021-09-04,AE,United Arab Emirates,EMRO,978,721308,1,2044
2021-09-05,AE,United Arab Emirates,EMRO,984,722292,1,2045
2021-09-06,AE,United Arab Emirates,EMRO,971,723263,1,2046
2021-09-07,AE,United Arab Emirates,EMRO,977,724240,2,2048
2021-09-08,AE,United Arab Emirates,EMRO,952,725192,2,2050
2021-09-09,AE,United Arab Emirates,EMRO,833,726025,3,2053
2021-09-10,AE,United Arab Emirates,EMRO,772,726797,4,2057
2021-09-11,AE,United Arab Emirates,EMRO,744,727541,3,2060
2021-09-12,AE,United Arab Emirates,EMRO,725,728266,2,2062
2021-09-13,AE,United Arab Emirates,EMRO,620,728886,0,2062
2021-09-14,AE,United Arab Emirates,EMRO,632,729518,2,2064
2021-09-15,AE,United Arab Emirates,EMRO,617,730135,2,2066
2021-09-16,AE,United Arab Emirates,EMRO,608,730743,2,2068
2020-01-03,US,United States of America,AMRO,0,0,0,0
2020-01-04,US,United States of America,AMRO,0,0,0,0
2020-01-05,US,United States of America,AMRO,0,0,0,0
2020-01-06,US,United States of America,AMRO,0,0,0,0
2020-01-07,US,United States of America,AMRO,0,0,0,0
2020-01-08,US,United States of America,AMRO,0,0,0,0
2020-01-09,US,United States of America,AMRO,0,0,0,0
2020-01-10,US,United States of America,AMRO,0,0,0,0
2020-01-11,US,United States of America,AMRO,0,0,0,0
2020-01-12,US,United States of America,AMRO,0,0,0,0
2020-01-13,US,United States of America,AMRO,0,0,0,0
2020-01-14,US,United States of America,AMRO,0,0,0,0
2020-01-15,US,United States of America,AMRO,0,0,0,0
2020-01-16,US,United States of America,AMRO,0,0,0,0
2020-01-17,US,United States of America,AMRO,0,0,0,0
2020-01-18,US,United States of America,AMRO,0,0,0,0
2020-01-19,US,United States of America,AMRO,0,0,0,0
2020-01-20,US,United States of America,AMRO,5,5,0,0
2020-01-21,US,United States of America,AMRO,0,5,0,0
2020-01-22,US,United States of America,AMRO,0,5,0,0
2020-01-23,US,United States of America,AMRO,0,5,0,0
2020-01-24,US,United States of America,AMRO,31,36,0,0
2020-01-25,US,United States of America,AMRO,1,37,0,0
2020-01-26,US,United States of America,AMRO,1,38,0,0
2020-01-27,US,United States of America,AMRO,3,41,0,0
2020-01-28,US,United States of America,AMRO,3,44,0,0
2020-01-29,US,United States of America,AMRO,1,45,0,0
2020-01-30,US,United States of America,AMRO,1,46,0,0
2020-01-31,US,United States of America,AMRO,1,47,0,0
2020-02-01,US,United States of America,AMRO,2,49,0,0
2020-02-02,US,United States of America,AMRO,4,53,0,0
2020-02-03,US,United States of America,AMRO,3,56,0,0
2020-02-04,US,United States of America,AMRO,1,57,0,0
2020-02-05,US,United States of America,AMRO,7,64,0,0
2020-02-06,US,United States of America,AMRO,1,65,0,0
2020-02-07,US,United States of America,AMRO,1,66,0,0
2020-02-08,US,United States of America,AMRO,0,66,0,0
2020-02-09,US,United States of America,AMRO,1,67,0,0
2020-02-10,US,United States of America,AMRO,1,68,0,0
2020-02-11,US,United States of America,AMRO,2,70,0,0
2020-02-12,US,United States of America,AMRO,1,71,0,0
2020-02-13,US,United States of America,AMRO,2,73,0,0
2020-02-14,US,United States of America,AMRO,1,74,0,0
2020-02-15,US,United States of America,AMRO,2,76,0,0
2020-02-16,US,United States of America,AMRO,3,79,0,0
2020-02-17,US,United States of America,AMRO,2,81,0,0
2020-02-18,US,United States of America,AMRO,0,81,0,0
2020-02-19,US,United States of America,AMRO,6,87,0,0
2020-02-20,US,United States of America,AMRO,0,87,0,0
2020-02-21,US,United States of America,AMRO,1,88,0,0
2020-02-22,US,United States of America,AMRO,2,90,0,0
2020-02-23,US,United States of America,AMRO,9,99,0,0
2020-02-24,US,United States of America,AMRO,2,101,0,0
2020-02-25,US,United States of America,AMRO,1,102,0,0
2020-02-26,US,United States of America,AMRO,4,106,0,0
2020-02-27,US,United States of America,AMRO,5,111,0,0
2020-02-28,US,United States of America,AMRO,4,115,0,0
2020-02-29,US,United States of America,AMRO,11,126,1,1
2020-03-01,US,United States of America,AMRO,8,134,0,1
2020-03-02,US,United States of America,AMRO,19,153,1,2
2020-03-03,US,United States of America,AMRO,24,177,0,2
2020-03-04,US,United States of America,AMRO,41,218,5,7
2020-03-05,US,United States of America,AMRO,38,256,3,10
2020-03-06,US,United States of America,AMRO,44,300,1,11
2020-03-07,US,United States of America,AMRO,81,381,2,13
2020-03-08,US,United States of America,AMRO,78,459,2,15
2020-03-09,US,United States of America,AMRO,98,557,5,20
2020-03-10,US,United States of America,AMRO,191,748,4,24
2020-03-11,US,United States of America,AMRO,301,1049,7,31
2020-03-12,US,United States of America,AMRO,374,1423,5,36
2020-03-13,US,United States of America,AMRO,368,1791,12,48
2020-03-14,US,United States of America,AMRO,532,2323,7,55
2020-03-15,US,United States of America,AMRO,443,2766,8,63
2020-03-16,US,United States of America,AMRO,536,3302,12,75
2020-03-17,US,United States of America,AMRO,1381,4683,23,98
2020-03-18,US,United States of America,AMRO,1055,5738,18,116
2020-03-19,US,United States of America,AMRO,3108,8846,31,147
2020-03-20,US,United States of America,AMRO,3765,12611,67,214
2020-03-21,US,United States of America,AMRO,5045,17656,57,271
2020-03-22,US,United States of America,AMRO,3743,21399,70,341
2020-03-23,US,United States of America,AMRO,6037,27436,83,424
2020-03-24,US,United States of America,AMRO,9032,36468,81,505
2020-03-25,US,United States of America,AMRO,11224,47692,151,656
2020-03-26,US,United States of America,AMRO,10786,58478,206,862
2020-03-27,US,United States of America,AMRO,14073,72551,275,1137
2020-03-28,US,United States of America,AMRO,17135,89686,267,1404
2020-03-29,US,United States of America,AMRO,18547,108233,450,1854
2020-03-30,US,United States of America,AMRO,19444,127677,459,2313
2020-03-31,US,United States of America,AMRO,18136,145813,331,2644
2020-04-01,US,United States of America,AMRO,22395,168208,511,3155
2020-04-02,US,United States of America,AMRO,22834,191042,752,3907
2020-04-03,US,United States of America,AMRO,27357,218399,912,4819
2020-04-04,US,United States of America,AMRO,25982,244381,970,5789
2020-04-05,US,United States of America,AMRO,35131,279512,1067,6856
2020-04-06,US,United States of America,AMRO,30593,310105,1157,8013
2020-04-07,US,United States of America,AMRO,25511,335616,1364,9377
2020-04-08,US,United States of America,AMRO,42604,378220,3243,12620
2020-04-09,US,United States of America,AMRO,21975,400195,674,13294
2020-04-10,US,United States of America,AMRO,31714,431909,1958,15252
2020-04-11,US,United States of America,AMRO,31215,463124,2343,17595
2020-04-12,US,United States of America,AMRO,34595,497719,1640,19235
2020-04-13,US,United States of America,AMRO,32364,530083,1971,21206
2020-04-14,US,United States of America,AMRO,27973,558056,1380,22586
2020-04-15,US,United States of America,AMRO,24540,582596,597,23183
2020-04-16,US,United States of America,AMRO,25794,608390,2356,25539
2020-04-17,US,United States of America,AMRO,27172,635562,6508,32047
2020-04-18,US,United States of America,AMRO,29015,664577,2011,34058
2020-04-19,US,United States of America,AMRO,29978,694555,2451,36509
2020-04-20,US,United States of America,AMRO,29759,724314,1794,38303
2020-04-21,US,United States of America,AMRO,24371,748685,1878,40181
2020-04-22,US,United States of America,AMRO,29479,778164,2807,42988
2020-04-23,US,United States of America,AMRO,26339,804503,2820,45808
2020-04-24,US,United States of America,AMRO,26644,831147,1771,47579
2020-04-25,US,United States of America,AMRO,37063,868210,2489,50068
2020-04-26,US,United States of America,AMRO,30408,898618,1652,51720
2020-04-27,US,United States of America,AMRO,33630,932248,2017,53737
2020-04-28,US,United States of America,AMRO,27787,960035,1460,55197
2020-04-29,US,United States of America,AMRO,24270,984305,1423,56620
2020-04-30,US,United States of America,AMRO,24095,1008400,2253,58873
2020-05-01,US,United States of America,AMRO,26299,1034699,2474,61347
2020-05-02,US,United States of America,AMRO,31184,1065883,2264,63611
2020-05-03,US,United States of America,AMRO,30169,1096052,1939,65550
2020-05-04,US,United States of America,AMRO,28743,1124795,1494,67044
2020-05-05,US,United States of America,AMRO,29161,1153956,1728,68772
2020-05-06,US,United States of America,AMRO,19069,1173025,976,69748
2020-05-07,US,United States of America,AMRO,22690,1195715,2455,72203
2020-05-08,US,United States of America,AMRO,23593,1219308,2310,74513
2020-05-09,US,United States of America,AMRO,30297,1249605,2277,76790
2020-05-10,US,United States of America,AMRO,25214,1274819,1620,78410
2020-05-11,US,United States of America,AMRO,26914,1301733,1626,80036
2020-05-12,US,United States of America,AMRO,23871,1325604,980,81016
2020-05-13,US,United States of America,AMRO,18080,1343684,1076,82092
2020-05-14,US,United States of America,AMRO,22025,1365709,1526,83618
2020-05-15,US,United States of America,AMRO,20953,1386662,1644,85262
2020-05-16,US,United States of America,AMRO,26972,1413634,1794,87056
2020-05-17,US,United States of America,AMRO,22855,1436489,1483,88539
2020-05-18,US,United States of America,AMRO,32243,1468732,1399,89938
2020-05-19,US,United States of America,AMRO,13346,1482078,696,90634
2020-05-20,US,United States of America,AMRO,24654,1506732,982,91616
2020-05-21,US,United States of America,AMRO,24261,1530993,1324,92940
2020-05-22,US,United States of America,AMRO,22354,1553347,1347,94287
2020-05-23,US,United States of America,AMRO,20665,1574012,1083,95370
2020-05-24,US,United States of America,AMRO,24382,1598394,1832,97202
2020-05-25,US,United States of America,AMRO,26188,1624582,1030,98232
2020-05-26,US,United States of America,AMRO,14957,1639539,643,98875
2020-05-27,US,United States of America,AMRO,24630,1664169,637,99512
2020-05-28,US,United States of America,AMRO,16630,1680799,802,100314
2020-05-29,US,United States of America,AMRO,20020,1700819,1388,101702
2020-05-30,US,United States of America,AMRO,21459,1722278,1215,102917
2020-05-31,US,United States of America,AMRO,18053,1740331,1054,103971
2020-06-01,US,United States of America,AMRO,23921,1764252,929,104900
2020-06-02,US,United States of America,AMRO,25812,1790064,661,105561
2020-06-03,US,United States of America,AMRO,12207,1802271,609,106170
2020-06-04,US,United States of America,AMRO,25127,1827398,1058,107228
2020-06-05,US,United States of America,AMRO,15268,1842666,948,108176
2020-06-06,US,United States of America,AMRO,20648,1863314,900,109076
2020-06-07,US,United States of America,AMRO,29515,1892829,1109,110185
2020-06-08,US,United States of America,AMRO,28389,1921218,705,110890
2020-06-09,US,United States of America,AMRO,17526,1938744,516,111406
2020-06-10,US,United States of America,AMRO,17902,1956646,796,112202
2020-06-11,US,United States of America,AMRO,18029,1974675,924,113126
2020-06-12,US,United States of America,AMRO,21303,1995978,831,113957
2020-06-13,US,United States of America,AMRO,22644,2018622,932,114889
2020-06-14,US,United States of America,AMRO,22179,2040801,694,115583
2020-06-15,US,United States of America,AMRO,24677,2065478,674,116257
2020-06-16,US,United States of America,AMRO,20844,2086322,406,116663
2020-06-17,US,United States of America,AMRO,19600,2105922,519,117182
2020-06-18,US,United States of America,AMRO,29741,2135663,749,117931
2020-06-19,US,United States of America,AMRO,24393,2160056,719,118650
